BUYER_ID,frequency,recency,profit
22108,1,569,1
22110,6,402,83
22111,5,459,6
22121,2,568,3
22123,1,567,1
22124,1,491,6
22127,3,517,12
22128,4,496,13
22129,3,21,23
22161,4,479,32
22181,1,567,6
22185,2,563,4
22186,1,567,7
22201,1,566,4
22202,1,563,26
22204,8,465,49
22205,1,566,7
22207,3,107,33
22211,9,3,70
22213,5,291,39
22241,2,565,10
22242,2,565,17
22243,2,535,2
22244,3,564,4
22261,2,550,34
22264,13,75,109
22281,7,75,60
22307,5,475,15
22310,1,563,1
22311,1,50,2
22321,1,708,1
22325,3,547,19
22327,1,708,5
22330,1,708,4
22331,4,190,29
22332,1,708,5
22335,1,708,2
22336,1,677,1
22342,2,677,2
22361,1,677,2
22382,3,433,24
22383,8,141,80
22385,1,588,1
22401,1,649,3
22403,3,502,18
22404,1,649,5
22406,1,649,2
22407,104,374,319
22411,2,367,44
22413,1,618,3
22422,4,98,36
22424,1,618,8
22426,1,495,8
22428,1,618,5
22432,1,618,9
22442,1,371,1
22443,2,404,5
22464,2,509,4
22481,1,527,7
22482,1,557,2
22501,8,44,73
22510,1,527,1
22517,1,527,3
22519,1,527,1
22542,1,368,6
22544,2,496,2
22563,1,546,1
22564,2,67,9
22568,1,496,1
22571,1,496,1
22573,1,496,1
22575,1,496,3
22582,1,496,1
22621,3,57,4
22622,1,465,6
22623,1,465,1
22625,2,465,7
22626,1,404,18
22627,1,465,5
22628,1,465,1
22632,3,373,10
22633,1,541,4
22634,1,465,1
22661,1,435,4
22662,5,435,13
22664,1,435,1
22665,23,6,123
22681,4,367,19
22682,2,435,6
22684,3,435,12
22721,2,374,7
22742,1,706,2
22743,17,374,49
22745,28,67,43
22749,2,374,6
22761,4,411,25
22762,3,386,33
22781,1,374,4
22785,2,374,5
22791,1,374,1
22797,5,374,31
22798,3,207,41
22800,1,508,5
22801,7,503,46
22802,2,447,14
22803,10,75,101
22804,13,0,36
22805,4,473,11
22806,2,471,18
22841,1,482,12
22844,3,550,5
22845,1,550,1
22846,2,550,6
22850,2,550,3
22851,2,550,3
22852,1,550,2
22853,9,534,12
22857,2,550,40
22858,1,480,13
22862,5,519,20
22863,76,7,417
22901,3,539,12
22903,4,538,9
22904,23,46,137
22905,7,536,22
22923,1,548,1
22924,1,536,14
22925,1,548,1
22983,3,536,3
22984,2,506,2
22985,12,537,43
23001,8,208,30
23043,2,544,11
23061,1,707,1
23082,1,546,1
23083,1,541,2
23101,5,544,16
23103,2,545,5
23104,1,545,1
23105,1,545,3
23106,2,544,3
23110,5,538,8
23111,1,545,3
23112,4,215,19
23114,2,538,4
23115,10,533,17
23116,1,542,1
23122,3,539,5
23123,2,545,2
23124,1,545,3
23125,1,545,3
23127,1,545,1
23130,1,545,1
23131,1,545,2
23133,2,545,2
23135,1,545,1
23136,1,545,1
23138,1,545,1
23139,6,545,6
23140,1,545,1
23142,1,545,1
23143,2,545,4
23144,1,545,2
23146,1,544,1
23147,13,373,56
23148,2,545,3
23149,4,540,12
23150,8,535,14
23151,1,545,3
23152,1,545,1
23153,1,545,1
23155,2,545,2
23159,1,545,2
23160,2,542,5
23162,2,545,2
23163,1,545,1
23165,1,545,1
23181,1,545,2
23183,1,545,2
23184,1,545,1
23186,1,545,1
23187,1,545,2
23188,1,545,1
23189,3,545,3
23191,1,544,1
23193,2,544,5
23195,1,545,1
23197,1,545,1
23198,2,544,4
23199,1,544,1
23222,1,506,3
23223,3,367,28
23224,2,535,2
23225,2,544,44
23229,1,544,1
23230,2,544,6
23232,4,544,4
23236,6,534,12
23237,1,544,1
23238,2,544,2
23239,1,464,2
23240,2,543,9
23242,1,544,1
23243,1,544,1
23244,1,544,1
23245,2,544,2
23247,2,544,2
23248,1,544,1
23250,5,539,16
23251,5,539,8
23252,1,544,1
23253,1,703,11
23254,6,538,12
23255,1,544,1
23257,1,544,1
23259,2,544,2
23260,2,538,2
23261,3,543,3
23262,1,544,1
23263,1,543,1
23281,1,543,1
23283,2,543,2
23284,1,543,1
23285,1,543,1
23286,1,543,1
23288,1,538,1
23292,2,543,4
23293,4,368,33
23296,5,536,14
23297,1,543,1
23299,10,543,10
23300,3,433,6
23303,1,543,1
23304,1,543,1
23305,5,537,16
23321,2,542,9
23323,1,542,1
23325,1,542,1
23326,7,533,7
23329,2,538,2
23332,2,540,2
23333,2,542,7
23341,2,542,2
23342,10,534,12
23346,3,542,3
23350,1,542,1
23355,1,542,2
23358,4,542,6
23359,2,542,2
23363,3,539,7
23364,1,542,1
23392,1,542,1
23395,1,542,1
23396,1,542,2
23397,1,536,10
23403,10,54,54
23404,4,540,6
23406,2,541,3
23409,3,111,37
23412,1,541,1
23421,2,541,2
23422,1,541,1
23423,1,541,1
23424,1,540,2
23441,5,504,13
23442,4,448,18
23461,6,35,54
23462,3,541,4
23521,1,540,1
23546,3,648,3
23547,26,2,157
23551,3,533,3
23552,5,393,48
23561,2,539,2
23563,1,539,1
23566,2,539,2
23568,1,387,3
23581,1,539,1
23582,3,536,5
23601,3,538,4
23602,1,539,1
23622,2,538,2
23624,4,534,4
23625,5,534,5
23626,3,533,3
23641,2,517,6
23645,1,538,1
23646,1,538,1
23647,2,538,2
23649,1,676,1
23650,2,495,2
23655,1,538,1
23656,1,538,1
23657,3,537,3
23661,3,495,6
23663,3,464,69
23681,2,537,16
23682,2,538,2
23701,1,198,9
23704,1,537,1
23705,1,537,1
23706,2,537,16
23708,2,47,6
23721,1,536,1
23723,1,425,1
23724,1,537,2
23742,1,536,13
23743,2,403,2
23744,3,366,23
23747,1,536,20
23749,1,536,39
23752,2,536,11
23782,1,535,4
23783,4,432,48
23784,2,464,3
23786,3,535,3
23787,2,535,2
23789,1,535,10
23790,8,446,69
23821,2,534,4
23822,1,534,2
23842,1,534,1
23844,1,707,8
23861,1,534,1
23901,2,587,13
23921,4,324,116
23941,3,515,36
23942,3,34,10
23945,1,556,3
23946,2,587,6
23961,2,373,67
23962,1,519,2
23984,1,210,11
24001,2,551,19
24002,2,373,4
24006,1,707,1
24007,5,22,29
24021,4,373,23
24062,1,676,1
24064,2,648,2
24065,2,676,3
24081,1,648,1
24121,2,432,11
24124,12,359,75
24125,2,617,4
24126,2,648,5
24141,1,648,3
24161,1,617,1
24162,13,318,122
24202,2,392,17
24203,2,617,3
24221,2,434,19
24222,6,231,56
24223,4,476,30
24226,1,526,1
24241,1,507,3
24263,4,486,26
24281,7,256,57
24282,1,556,1
24283,1,556,9
24322,1,434,1
24341,3,446,53
24342,4,495,7
24343,2,506,2
24345,1,119,8
24346,3,471,6
24347,1,556,1
24349,1,526,2
24350,1,526,1
24352,2,495,4
24354,2,526,16
24358,2,526,2
24361,2,373,13
24381,2,505,9
24401,1,495,1
24402,1,519,21
24421,3,495,11
24422,2,464,6
24423,3,495,6
24441,6,290,91
24443,1,464,13
24462,5,93,24
24463,1,495,1
24464,1,495,3
24467,1,495,1
24471,3,60,29
24484,2,517,2
24494,1,464,5
24499,1,464,2
24501,1,464,1
24521,1,464,2
24522,1,464,1
24525,2,2,5
24526,1,464,1
24527,1,373,5
24528,1,464,1
24530,1,403,1
24532,1,464,1
24536,1,464,1
24541,1,507,1
24542,1,464,1
24562,1,464,5
24564,1,464,1
24566,1,434,1
24567,1,464,1
24568,1,434,1
24569,1,464,1
24570,1,464,1
24572,1,434,1
24573,3,373,10
24574,1,464,1
24575,1,464,1
24576,1,464,1
24577,12,372,86
24581,1,434,4
24582,1,576,1
24583,3,313,10
24601,3,434,25
24602,1,434,1
24606,3,6,5
24607,2,122,7
24609,1,434,2
24613,2,0,3
24615,1,705,6
24617,1,434,1
24619,1,516,1
24621,1,434,1
24623,1,403,6
24626,1,434,1
24628,2,434,2
24629,1,434,1
24632,1,434,1
24633,1,434,1
24635,1,434,1
24639,1,506,1
24641,1,434,1
24643,1,434,1
24646,1,403,2
24648,1,403,4
24649,1,403,1
24661,1,577,1
24662,1,403,1
24663,17,371,135
24664,6,403,35
24666,1,403,2
24667,1,403,2
24668,1,403,1
24669,1,403,1
24670,1,403,9
24671,2,36,2
24672,1,403,1
24673,1,403,2
24677,1,403,1
24678,1,403,1
24679,1,403,2
24680,1,403,1
24681,2,517,17
24684,1,403,1
24685,1,403,1
24686,1,403,1
24687,1,403,2
24690,1,403,1
24691,1,519,1
24692,1,403,1
24701,5,302,29
24702,1,403,1
24704,1,403,1
24705,1,403,1
24741,1,373,1
24781,1,520,2
24784,1,373,2
24788,3,372,18
24805,1,373,2
24806,2,382,11
24808,2,373,3
24821,1,520,1
24842,1,514,2
24863,1,504,2
24881,1,482,26
24901,1,520,1
24943,8,33,54
24945,1,519,5
24981,2,502,11
24982,3,494,20
24983,1,519,3
25026,1,502,10
25027,3,361,35
25028,1,517,16
25044,1,433,3
25083,1,394,6
25101,1,508,25
25121,1,516,33
25141,36,75,326
25142,1,515,3
25143,2,485,41
25145,1,515,5
25146,1,515,5
25147,3,371,31
25149,2,447,18
25150,1,515,21
25161,1,507,5
25162,1,486,9
25164,1,514,8
25165,3,361,15
25201,2,482,4
25203,4,11,15
25205,1,503,3
25207,1,505,3
25209,1,506,1
25219,1,506,1
25220,1,506,1
25224,1,513,4
25228,1,507,1
25229,1,507,1
25235,1,513,3
25242,17,29,34
25248,1,507,1
25252,1,513,5
25253,1,507,1
25259,1,647,5
25262,1,513,4
25263,2,342,34
25273,3,449,14
25274,2,513,25
25277,23,17,332
25284,3,472,33
25301,2,43,30
25302,1,506,5
25324,1,506,2
25326,1,35,1
25329,1,506,1
25331,1,506,1
25342,1,507,5
25347,1,510,3
25379,5,401,49
25390,1,512,19
25421,1,507,1
25426,1,646,1
25445,1,506,1
25447,23,21,102
25467,1,511,2
25471,3,479,49
25490,4,359,29
25491,2,320,10
25501,1,507,4
25504,5,0,16
25510,1,507,8
25521,1,507,1
25529,2,510,37
25541,1,506,3
25564,2,506,3
25578,1,300,14
25581,2,264,3
25621,4,491,44
25661,1,507,2
25662,2,507,14
25681,1,503,1
25741,1,506,3
25761,1,506,2
25782,1,507,1
25821,1,507,2
25823,1,506,1
25826,2,507,5
25827,1,507,6
25828,1,507,2
25832,1,506,3
25833,1,506,2
25836,1,507,2
25837,1,506,3
25845,2,505,6
25846,1,506,5
25849,1,507,1
25851,1,507,1
25852,1,586,5
25853,2,505,3
25854,1,507,1
25857,1,507,1
25858,1,507,1
25860,1,507,3
25861,1,506,1
25862,1,507,2
25869,1,507,3
25870,1,507,4
25874,1,507,3
25876,1,506,6
25880,1,506,1
25884,1,506,3
25885,1,507,2
25887,1,506,1
25889,1,507,5
25890,3,480,33
25892,1,507,2
25894,2,506,8
25897,1,503,2
25899,1,506,3
25900,1,507,10
25906,1,507,1
25913,1,507,5
25915,1,506,2
25917,1,505,2
25922,1,507,2
25923,1,507,6
25924,1,507,2
25926,1,506,1
25930,1,507,1
25932,2,506,5
25933,1,506,4
25934,1,507,1
25936,1,507,1
25938,1,507,1
25939,1,506,2
25940,1,506,1
25943,1,507,1
25948,1,507,2
25949,1,507,3
25951,1,507,8
25958,1,507,7
25961,2,507,2
25962,1,507,1
25966,1,505,3
25968,1,503,1
25972,1,506,1
25973,1,505,3
25977,1,507,2
25980,1,505,3
25982,1,506,2
25983,1,505,3
25987,1,504,2
25989,1,507,2
25993,1,507,1
25997,1,506,1
26003,1,507,2
26004,1,507,1
26021,1,505,3
26102,1,506,9
26104,3,433,7
26108,1,503,1
26122,1,504,4
26123,1,503,1
26125,1,505,1
26126,1,504,2
26127,1,504,1
26161,1,504,2
26162,2,505,14
26163,1,503,2
26183,7,401,112
26185,6,197,40
26241,1,275,3
26287,1,503,1
26326,1,503,1
26341,1,504,3
26343,1,504,4
26381,3,486,56
26421,1,503,2
26423,1,504,3
26441,1,504,3
26443,1,504,2
26444,1,647,1
26445,1,504,1
26446,1,503,7
26449,1,503,3
26453,1,504,4
26455,1,504,1
26457,1,504,4
26469,1,616,4
26480,2,503,6
26491,1,264,1
26496,2,647,10
26541,1,504,2
26543,1,503,6
26601,1,264,3
26641,1,586,12
26662,3,463,23
26702,2,471,37
26703,2,367,27
26801,6,19,36
26821,1,706,4
26885,2,616,7
26901,1,555,3
26921,5,401,68
26942,2,586,2
26961,2,479,13
26981,4,22,8
27003,2,450,12
27021,1,463,5
27022,4,349,54
27141,2,402,22
27142,2,372,19
27161,10,16,134
27185,2,474,58
27201,5,356,43
27221,16,352,88
27222,1,486,3
27241,3,372,26
27301,4,372,82
27341,7,114,59
27342,1,487,5
27381,28,2,84
27441,3,145,19
27461,2,476,22
27463,2,350,23
27481,1,488,7
27501,2,458,9
27601,1,483,27
27621,1,485,7
27701,1,482,5
27702,27,12,422
27703,1,482,4
27721,1,301,9
27761,20,82,246
27762,4,41,38
27823,1,369,24
27902,2,423,13
27921,2,456,22
27923,3,401,31
27941,8,105,74
27942,3,415,18
27961,2,160,19
28001,4,452,54
28041,1,475,7
28042,17,2,168
28061,2,475,6
28082,1,479,22
28101,2,38,5
28121,3,471,21
28123,1,474,18
28161,1,478,1
28181,2,458,12
28201,2,431,14
28221,1,109,2
28222,2,419,11
28241,3,456,46
28261,1,477,8
28301,1,473,2
28321,1,473,15
28322,1,476,20
28323,1,646,7
28324,1,103,2
28341,1,476,1
28361,2,474,30
28362,1,585,4
28363,1,473,13
28365,8,91,68
28366,1,458,8
28367,3,364,23
28382,4,364,35
28401,7,92,137
28402,1,473,1
28403,1,473,1
28405,2,472,3
28406,1,473,1
28407,1,473,1
28408,1,524,1
28422,3,87,13
28441,1,473,1
28442,4,85,25
28443,1,473,1
28482,1,472,6
28521,1,472,1
28522,2,705,86
28541,1,674,6
28561,1,471,1
28562,4,414,40
28581,7,350,174
28601,1,257,7
28602,1,646,5
28621,1,471,1
28641,2,447,25
28643,1,705,1
28661,7,2,64
28662,1,705,1
28663,1,705,1
28664,1,646,3
28681,2,671,10
28701,1,674,1
28721,1,615,11
28741,2,524,42
28761,1,615,2
28781,1,142,8
28823,1,585,6
28824,9,54,130
28827,1,646,1
28841,3,370,53
28861,7,182,49
28862,1,554,3
28881,2,444,14
28882,1,424,1
28901,2,441,9
28902,2,444,7
28923,2,453,27
28941,3,350,14
28961,1,462,6
28981,1,432,8
28982,1,371,7
28984,1,554,18
28985,1,554,7
29001,1,347,4
29002,1,524,1
29041,2,332,41
29082,1,493,14
29101,1,401,13
29122,1,432,5
29124,1,493,1
29181,2,368,17
29201,1,551,6
29221,1,401,2
29222,2,432,13
29223,1,432,1
29225,1,432,1
29241,4,93,28
29242,1,371,2
29261,1,432,1
29262,1,432,1
29281,1,457,1
29282,1,432,1
29283,1,457,1
29284,1,432,1
29285,1,432,1
29286,1,432,1
29287,1,432,1
29288,1,432,1
29289,1,432,1
29291,1,401,1
29292,1,432,1
29293,1,432,1
29295,1,432,1
29296,1,457,9
29301,3,371,34
29321,1,401,1
29341,2,368,17
29342,10,35,32
29344,1,401,1
29345,1,401,1
29346,1,453,1
29347,2,147,6
29363,1,394,13
29364,1,401,1
29366,1,401,1
29367,1,401,1
29382,2,109,2
29383,1,456,1
29384,1,401,1
29385,10,0,26
29386,1,401,1
29401,1,371,1
29402,1,371,1
29404,1,371,1
29405,3,371,15
29406,3,107,7
29408,1,371,1
29409,1,458,1
29412,2,371,15
29413,1,366,29
29414,1,452,7
29421,5,275,46
29422,1,458,1
29423,1,458,1
29425,1,458,1
29428,2,451,9
29431,1,454,7
29433,3,354,15
29435,1,453,2
29437,4,413,27
29438,1,452,1
29439,1,457,1
29441,1,452,1
29443,2,1,3
29444,1,455,1
29446,1,458,1
29447,3,450,4
29449,1,455,9
29450,1,458,1
29451,1,453,8
29452,4,449,15
29453,1,458,1
29454,1,456,5
29461,1,458,1
29501,1,457,1
29503,1,421,7
29504,2,453,14
29505,1,457,11
29506,2,30,5
29508,1,457,1
29509,2,457,2
29510,1,457,1
29511,1,457,1
29512,1,457,2
29513,1,457,1
29515,11,13,115
29520,11,75,117
29521,1,457,1
29522,1,457,1
29523,1,457,3
29524,1,457,1
29528,1,457,1
29529,1,231,6
29541,1,456,1
29542,1,456,1
29544,1,456,1
29545,1,456,1
29546,1,456,1
29547,1,455,1
29548,1,453,16
29551,1,456,1
29552,1,456,1
29561,1,456,1
29581,1,456,1
29582,1,456,1
29584,1,456,1
29585,1,456,1
29602,1,456,2
29603,1,456,1
29621,1,456,1
29622,1,456,1
29624,1,456,1
29625,1,456,1
29626,1,456,1
29627,1,455,1
29628,1,456,1
29630,1,456,1
29632,1,454,1
29634,1,456,1
29636,1,456,1
29637,1,456,1
29638,1,456,1
29639,1,424,1
29661,1,285,4
29681,1,455,1
29682,1,455,1
29683,1,453,2
29684,1,455,1
29685,1,455,4
29686,1,455,1
29687,1,455,1
29688,1,455,1
29689,1,455,1
29690,1,455,1
29691,1,455,1
29692,1,455,1
29694,1,455,1
29695,1,455,1
29697,1,455,1
29698,1,455,1
29699,1,453,2
29701,1,455,1
29723,1,703,3
29724,1,455,1
29726,1,455,1
29727,4,2,15
29741,1,455,1
29742,3,426,32
29821,1,454,1
29822,1,452,36
29823,1,454,1
29824,1,454,1
29826,11,21,132
29827,1,451,5
29828,1,445,1
29829,1,454,1
29830,1,427,1
29832,1,454,1
29835,1,454,1
29837,1,454,1
29838,1,454,1
29839,3,99,4
29840,1,454,1
29841,1,454,1
29843,1,454,1
29845,1,454,1
29846,1,454,1
29848,1,454,1
29849,1,454,1
29850,1,454,1
29861,1,703,7
29881,1,454,1
29901,1,454,1
29921,3,422,42
29925,1,453,1
29926,1,451,16
29929,1,447,12
29941,1,453,1
29943,1,453,1
29961,1,453,6
29962,1,453,1
29982,1,453,1
29983,1,453,9
30003,26,1,132
30004,1,423,1
30021,1,453,1
30022,1,453,1
30042,1,447,4
30061,1,452,1
30062,2,413,28
30063,2,452,7
30081,1,452,1
30082,1,452,1
30083,1,452,16
30084,1,452,1
30101,1,452,1
30102,3,353,12
30103,1,452,1
30105,1,452,1
30106,4,359,21
30107,1,446,2
30108,1,452,1
30109,1,451,1
30110,1,450,5
30111,3,99,27
30112,1,451,1
30141,15,44,168
30181,1,370,3
30201,1,452,36
30222,2,450,2
30241,2,451,2
30261,1,452,9
30281,1,450,1
30321,1,447,3
30323,13,14,157
30342,4,124,15
30381,1,451,1
30382,10,8,57
30383,2,247,6
30401,1,451,1
30402,1,451,1
30403,1,451,1
30422,4,112,16
30423,1,614,3
30427,2,361,9
30429,1,451,1
30441,1,445,1
30442,1,451,1
30443,1,451,1
30444,1,451,1
30481,1,451,1
30501,1,449,7
30522,1,450,1
30561,12,33,174
30601,2,400,25
30621,1,450,5
30623,1,447,4
30642,2,450,33
30661,1,461,4
30681,1,449,1
30741,1,449,1
30761,1,449,1
30781,9,19,29
30801,7,256,27
30803,4,272,46
30804,1,449,1
30821,1,448,36
30822,1,449,1
30881,1,448,23
30901,1,448,1
30922,1,447,7
30941,2,396,23
30943,1,448,1
31001,1,447,1
31021,1,446,1
31041,2,348,8
31042,1,445,7
31061,1,370,1
31062,1,447,1
31101,2,447,14
31102,1,447,1
31103,2,447,6
31121,3,390,30
31122,1,704,4
31123,1,447,16
31124,1,445,1
31161,1,416,1
31162,1,446,1
31163,2,362,4
31165,1,446,1
31166,1,446,1
31167,1,614,8
31168,1,189,4
31169,3,419,19
31181,1,446,7
31182,2,349,15
31202,1,446,1
31203,31,68,143
31222,2,319,2
31223,3,325,13
31225,1,446,1
31241,1,446,1
31242,1,645,2
31281,1,446,1
31301,1,441,1
31321,33,2,233
31341,1,645,4
31342,1,445,1
31343,1,445,1
31344,2,78,6
31361,1,445,1
31362,1,445,1
31365,3,97,6
31367,1,160,6
31370,2,119,11
31381,2,431,16
31384,1,444,1
31385,1,412,1
31441,4,350,13
31444,1,444,1
31446,1,444,1
31447,1,523,4
31461,2,41,29
31463,1,443,5
31464,2,43,13
31465,1,671,8
31466,1,443,8
31482,1,443,1
31484,1,443,1
31522,1,442,1
31524,86,0,576
31527,9,47,58
31529,1,645,5
31530,1,442,1
31531,2,442,15
31532,1,614,1
31533,1,614,1
31535,1,614,1
31536,2,442,9
31537,14,2,174
31538,1,442,1
31539,1,614,1
31541,4,13,19
31542,1,441,1
31543,2,415,17
31545,1,441,1
31561,2,13,38
31562,1,553,12
31581,1,704,1
31601,1,704,24
31602,1,553,2
31603,1,704,1
31604,1,704,1
31605,1,704,1
31606,1,704,1
31607,1,704,1
31608,1,704,1
31609,1,704,1
31610,1,704,1
31611,1,704,1
31612,1,704,1
31613,1,704,1
31614,1,704,1
31615,1,704,1
31616,1,704,1
31617,3,367,5
31621,1,673,1
31622,1,673,8
31623,1,673,13
31624,1,645,17
31625,1,354,3
31626,2,74,50
31627,1,613,17
31628,5,353,14
31630,3,279,8
31641,1,412,1
31643,1,645,1
31681,2,389,9
31701,1,584,1
31703,1,584,1
31704,1,584,1
31721,1,370,7
31741,1,584,4
31762,1,461,2
31763,3,553,19
31764,9,553,9
31801,1,523,33
31802,1,431,12
31821,1,523,1
31842,1,400,1
31843,1,492,1
31845,9,22,67
31847,1,492,2
31861,1,162,3
31862,1,419,1
31863,4,246,34
31864,1,492,8
31865,1,431,8
31866,1,431,15
31867,2,431,18
31868,1,492,1
31881,1,428,15
31901,1,461,1
31902,1,461,1
31903,2,400,10
31904,1,461,1
31906,1,426,2
31907,7,362,78
31921,2,370,37
31941,1,552,12
31942,1,431,1
31943,1,431,1
31944,2,428,9
31945,2,398,14
31961,19,18,342
31962,4,169,29
31963,1,400,1
31981,1,400,1
32021,27,8,89
32022,3,140,8
32041,1,370,1
32061,1,425,11
32062,1,459,8
32063,7,33,24
32083,1,370,2
32102,1,428,1
32121,1,428,7
32141,1,423,2
32142,48,12,348
32143,2,202,5
32182,3,393,17
32183,1,703,1
32184,1,422,5
32185,2,252,6
32221,1,552,4
32223,1,426,1
32224,2,395,17
32225,5,97,40
32241,1,422,9
32261,16,16,65
32301,1,425,8
32321,1,425,1
32342,3,98,21
32343,22,2,173
32345,5,17,30
32348,1,419,20
32350,6,264,53
32361,1,421,8
32362,1,275,2
32363,14,73,141
32365,1,424,1
32368,1,424,8
32381,1,424,1
32382,1,424,1
32383,1,424,1
32384,1,424,1
32385,3,103,20
32388,4,72,26
32389,3,210,7
32391,1,100,3
32392,1,421,4
32404,16,1,134
32406,18,1,130
32424,2,417,22
32429,1,419,6
32443,1,421,9
32447,37,52,314
32481,5,92,14
32482,17,9,236
32522,2,171,13
32542,1,422,1
32543,1,422,6
32561,1,419,7
32562,1,422,20
32581,2,297,22
32601,1,417,4
32602,1,419,5
32603,8,177,67
32604,1,419,1
32606,1,419,3
32608,1,421,1
32610,1,415,3
32662,46,2,290
32681,20,9,186
32702,1,420,1
32706,1,193,3
32721,2,411,23
32741,2,418,7
32742,2,369,22
32761,3,28,16
32781,5,22,30
32802,4,363,13
32804,13,63,77
32823,9,289,133
32842,1,416,1
32843,2,417,5
32845,2,415,27
32846,2,417,4
32847,1,304,12
32861,1,418,1
32862,2,366,14
32863,1,418,5
32865,2,418,15
32881,1,415,4
32882,2,208,8
32884,1,417,1
32885,18,3,212
32887,2,307,10
32901,2,416,19
32902,1,416,1
32903,17,9,322
32904,11,12,101
32905,1,416,1
32921,6,65,61
32941,1,413,2
32942,1,415,5
32944,1,415,1
32945,1,415,1
32962,1,414,1
32983,1,703,1
32986,1,703,4
32987,3,82,30
32989,12,43,62
33002,4,342,10
33003,2,352,12
33004,1,412,1
33006,1,412,3
33042,4,1,28
33061,6,256,31
33081,13,6,141
33085,10,36,130
33141,13,24,69
33163,3,25,21
33201,1,583,15
33202,1,644,17
33222,1,644,1
33241,2,387,4
33261,3,350,35
33281,1,398,16
33282,3,352,27
33283,1,583,10
33301,1,612,13
33321,1,552,6
33341,10,45,53
33342,1,491,19
33343,1,521,35
33344,2,301,11
33361,1,396,8
33381,4,63,25
33382,7,317,60
33383,12,153,43
33384,1,522,10
33401,2,364,50
33403,1,430,2
33404,1,393,4
33405,3,368,35
33406,1,460,5
33407,2,399,4
33421,1,491,12
33441,4,325,26
33443,1,551,11
33445,2,395,16
33446,2,397,14
33448,1,351,4
33451,2,369,8
33452,1,430,1
33459,3,357,20
33461,4,56,10
33462,71,39,864
33463,2,397,13
33464,1,396,6
33466,1,397,1
33467,6,108,79
33468,2,384,12
33469,2,399,4
33470,1,399,3
33471,5,3,6
33473,1,399,6
33474,1,612,12
33475,2,387,31
33476,2,62,39
33477,8,9,66
33479,2,268,28
33481,1,395,3
33482,2,395,33
33483,1,395,4
33484,2,364,19
33485,2,397,105
33486,2,42,9
33488,1,394,4
33501,18,1,92
33502,1,393,4
33503,1,395,27
33505,9,62,92
33521,1,394,7
33523,1,394,3
33524,2,365,6
33525,1,394,1
33526,1,394,10
33527,7,24,21
33542,1,387,15
33543,1,393,3
33545,1,459,9
33547,1,389,7
33561,3,43,19
33562,1,389,6
33565,1,398,13
33566,2,75,35
33567,1,391,1
33568,3,229,3
33569,27,24,286
33570,2,259,7
33572,2,167,25
33574,1,391,1
33575,1,671,32
33581,3,355,32
33582,1,388,4
33584,1,390,1
33585,6,167,44
33586,1,389,12
33587,8,31,56
33588,8,62,32
33589,4,259,22
33591,2,357,33
33592,1,387,2
33593,20,18,141
33595,1,388,1
33596,20,29,201
33597,1,388,5
33598,1,387,25
33603,1,41,5
33604,1,384,4
33605,1,365,15
33606,1,429,7
33607,4,386,139
33608,10,60,29
33609,1,386,13
33622,1,385,12
33624,1,385,4
33625,1,385,16
33626,1,384,19
33641,5,289,61
33642,2,612,12
33646,1,383,6
33661,1,383,7
33662,3,289,7
33663,16,134,192
33664,1,383,29
33666,1,671,25
33667,3,382,15
33668,1,381,3
33670,2,352,9
33671,1,381,1
33672,3,259,70
33673,1,671,20
33683,2,671,13
33684,2,286,7
33686,11,13,82
33688,1,363,2
33689,4,380,14
33692,1,41,5
33693,36,3,232
33694,1,702,6
33703,1,367,2
33704,4,231,35
33706,1,353,5
33707,2,329,5
33709,2,702,16
33710,2,364,12
33711,3,74,24
33712,1,612,5
33713,20,44,162
33717,3,361,36
33718,3,326,16
33719,1,301,2
33720,1,490,6
33725,1,521,19
33726,2,351,9
33742,24,3,289
33744,1,612,6
33754,1,365,1
33758,17,41,206
33759,9,13,106
33760,3,66,31
33781,1,521,7
33782,1,521,11
33783,1,521,11
33785,1,582,6
33787,32,12,316
33788,3,357,16
33789,4,350,17
33792,2,168,10
33793,1,490,6
33794,3,350,38
33795,1,551,10
33797,1,490,5
33799,1,521,13
33801,16,16,176
33802,4,289,50
33804,2,355,41
33821,2,317,12
33822,2,44,25
33823,1,323,3
33825,1,459,19
33828,3,9,17
33830,1,459,2
33841,3,349,26
33842,1,365,29
33843,1,398,7
33845,11,25,70
33846,3,146,12
33847,1,459,6
33848,2,459,12
33849,28,3,292
33850,2,361,16
33852,2,358,11
33861,1,398,4
33862,1,367,19
33863,20,13,132
33865,1,398,6
33881,1,274,8
33882,3,322,20
33883,1,368,8
33885,1,398,5
33886,1,368,9
33887,7,12,130
33888,2,361,36
33903,1,367,2
33906,1,367,2
33907,2,356,21
33908,2,105,14
33909,1,368,15
33910,1,365,20
33911,17,11,80
33921,3,349,30
33922,1,365,9
33923,1,365,1
33924,2,329,13
33925,1,365,9
33926,1,359,3
33928,2,355,10
33929,1,367,4
33930,1,361,8
33931,1,367,6
33941,1,364,12
33942,1,365,4
33943,3,360,6
33946,5,82,13
33947,1,365,1
33949,19,2,129
33950,3,303,13
33952,1,365,13
33953,1,364,1
33954,5,152,28
33955,2,352,27
33956,1,365,1
33961,160,1,1209
33962,4,208,31
33963,1,363,4
33964,1,363,4
33965,1,360,6
33966,1,363,4
33972,1,352,1
33981,1,355,8
33983,1,363,11
33984,5,70,18
33986,1,361,9
33987,10,2,57
34001,1,362,4
34003,1,362,8
