BUYER_ID,frequency,recency,profit
34005,1,354,4
34006,1,359,6
34007,10,3,86
34009,1,356,6
34010,1,357,2
34011,2,111,16
34013,1,352,2
34014,2,355,23
34021,2,331,16
34022,14,72,241
34023,2,145,9
34024,1,354,16
34025,1,327,7
34026,1,360,4
34041,3,84,10
34042,1,360,6
34043,2,352,5
34044,1,360,1
34048,1,359,14
34049,2,304,15
34050,1,356,1
34053,1,301,1
34054,2,226,9
34060,2,356,25
34062,1,357,4
34064,2,355,10
34065,2,352,9
34066,3,297,14
34081,3,141,26
34082,1,358,11
34083,1,358,27
34084,1,357,38
34085,16,3,72
34086,1,357,11
34087,3,275,27
34088,1,357,12
34090,1,353,6
34092,4,167,32
34094,1,356,12
34095,1,357,16
34096,1,357,13
34097,1,358,17
34098,3,2,11
34099,1,352,21
34102,2,355,2
34111,1,350,2
34112,2,24,6
34113,1,357,7
34116,1,357,18
34122,2,275,11
34144,2,20,7
34151,1,352,4
34152,1,356,8
34162,1,353,2
34197,1,355,24
34223,32,0,54
34231,1,355,1
34243,1,352,5
34244,1,354,5
34247,1,50,1
34249,1,355,3
34251,2,75,9
34254,6,105,44
34256,5,2,9
34258,1,2,8
34265,1,317,4
34267,3,317,26
34272,2,268,12
34286,1,354,14
34299,11,47,78
34301,1,352,9
34304,1,352,5
34305,3,42,8
34310,1,354,13
34318,1,352,3
34319,36,3,275
34321,1,353,17
34325,1,353,13
34332,1,350,2
34335,2,229,21
34338,4,58,30
34340,1,353,9
34361,1,350,15
34362,150,1,737
34367,1,352,28
34368,2,267,7
34369,2,328,27
34372,1,352,11
34374,6,181,51
34376,15,20,142
34380,1,317,4
34381,1,351,21
34382,2,331,12
34385,2,140,6
34386,1,349,6
34392,1,351,1
34402,1,350,7
34403,1,349,6
34404,1,350,1
34406,2,44,3
34407,3,321,23
34412,1,286,8
34414,1,349,15
34415,1,317,16
34416,1,317,7
34417,4,258,48
34418,1,349,14
34419,3,65,14
34420,1,317,2
34421,1,349,10
34422,1,349,3
34423,10,78,104
34424,1,349,27
34426,9,8,74
34427,27,3,146
34428,1,289,9
34429,10,16,76
34431,3,11,9
34432,3,4,24
34433,1,258,42
34435,2,277,18
34436,1,317,5
34441,1,258,13
34443,4,105,15
34444,2,136,2
34445,2,258,18
34446,1,289,2
34447,2,74,21
34461,1,289,9
34463,2,228,21
34464,14,50,133
34465,2,289,12
34467,2,134,22
34470,12,9,59
34481,1,228,13
34482,3,167,5
34484,2,14,12
34486,7,38,32
34487,1,167,8
34501,1,167,1
34502,3,228,4
34503,5,10,24
34504,5,34,24
34506,8,136,108
34508,1,167,13
34521,1,197,13
34523,19,17,93
34527,1,136,6
34529,1,208,6
34530,1,321,10
34541,2,105,50
34542,1,136,2
34543,2,75,3
34545,1,167,39
34546,44,10,458
34562,3,167,12
34563,13,18,86
34582,1,105,3
34583,1,75,4
34585,8,112,61
34586,2,75,16
34587,1,75,2
34588,1,75,23
34589,12,4,194
34590,3,136,30
34602,3,105,37
34603,1,105,10
34604,1,332,6
34605,1,105,8
34606,4,11,35
34607,1,44,2
34608,1,44,9
34609,16,30,120
34610,1,336,5
34611,1,86,4
34612,1,75,5
34613,1,336,1
34614,4,6,42
34622,3,33,28
34623,2,305,21
34625,2,332,63
34626,2,336,9
34627,1,329,21
34630,4,143,14
34631,1,14,4
34641,2,14,24
34642,1,336,16
34649,1,14,2
34652,1,329,14
34653,6,101,47
34661,1,336,18
34662,1,329,11
34663,4,73,22
34666,3,304,17
34670,1,225,2
34672,1,178,9
34673,1,303,13
34675,4,213,7
34676,1,243,7
34677,1,324,6
34678,1,198,7
34679,1,73,2
34680,1,300,4
34681,1,301,5
34682,1,325,11
34683,1,229,7
34684,1,322,8
34686,1,303,3
34687,1,322,6
34688,2,178,4
34689,1,303,7
34690,1,325,6
34691,2,133,12
34693,18,0,112
34694,22,80,230
34696,1,336,7
34697,2,302,6
34701,1,335,16
34702,4,43,41
34704,1,332,16
34705,3,189,6
34706,3,171,19
34707,4,154,30
34709,1,328,16
34710,2,291,21
34721,1,334,3
34723,18,0,122
34724,1,334,10
34725,1,334,28
34726,1,332,2
34741,3,18,26
34742,1,332,9
34744,5,11,17
34745,10,103,95
34746,1,333,13
34747,1,333,9
34761,1,329,9
34762,10,10,66
34763,2,323,8
34764,19,2,64
34766,1,329,2
34768,4,56,14
34769,1,166,9
34770,2,330,14
34774,1,319,13
34775,3,101,4
34776,3,325,26
34777,1,329,5
34778,2,319,28
34779,3,146,22
34780,12,9,107
34781,22,43,129
34782,1,43,5
34784,1,222,5
34785,1,331,7
34786,1,325,2
34787,2,329,16
34788,1,329,4
34789,1,329,10
34792,1,323,3
34793,1,331,5
34794,2,325,39
34795,15,5,161
34796,2,324,20
34797,1,319,6
34799,1,330,10
34802,1,329,6
34803,4,140,5
34804,15,37,54
34805,1,330,25
34807,2,99,8
34821,1,315,7
34822,1,325,6
34823,1,327,2
34824,1,324,11
34825,3,195,24
34826,1,329,11
34827,2,325,2
34828,34,11,275
34829,1,257,4
34830,12,35,63
34832,2,200,5
34833,1,256,1
34834,1,329,2
34835,1,329,17
34836,16,86,93
34838,1,324,1
34839,4,11,14
34840,5,185,36
34842,1,328,8
35244,14,2,143
35245,1,324,2
35261,7,2,41
35262,22,3,116
35264,1,327,11
35266,11,47,60
35267,1,327,5
35268,1,327,3
35269,9,72,63
35270,3,226,16
35271,1,322,12
35273,3,42,7
35275,1,327,8
35276,1,327,5
35281,2,318,11
35282,1,326,2
35283,1,290,6
35285,1,326,12
35286,2,301,23
35287,1,293,4
35288,1,326,15
35291,1,347,7
35292,1,326,10
35293,1,325,17
35294,1,326,9
35295,6,168,57
35296,4,270,19
35297,2,104,20
35298,1,320,2
35299,2,298,20
35302,2,321,6
35303,3,322,21
35306,2,242,19
35308,1,322,10
35310,3,104,20
35311,1,196,3
35312,7,54,21
35314,1,325,11
35315,3,36,27
35316,9,19,72
35317,2,74,7
35318,2,193,12
35320,3,261,8
35321,1,324,7
35323,5,226,51
35325,5,19,31
35327,5,99,42
35329,2,320,5
35331,2,42,14
35333,1,322,9
35334,2,93,19
35336,2,132,16
35337,3,264,19
35338,3,241,45
35339,1,121,5
35341,25,2,206
35342,1,324,3
35343,2,320,2
35349,2,275,9
35350,1,324,4
35351,2,269,11
35353,1,322,16
35354,70,1,609
35356,1,323,4
35358,1,323,6
35360,2,231,23
35361,7,204,36
35362,20,30,162
35364,1,323,14
35381,3,79,29
35382,1,79,3
35383,3,198,6
35384,2,320,2
35386,13,2,127
35387,1,322,16
35388,2,163,6
35389,1,323,23
35390,2,229,28
35391,1,319,5
35393,4,240,43
35394,1,301,2
35395,1,64,14
35397,5,22,50
35398,1,321,1
35400,2,176,7
35401,1,204,7
35402,1,318,13
35403,2,302,19
35404,1,323,10
35405,1,323,11
35407,1,320,7
35408,2,263,17
35410,1,319,7
35411,1,321,23
35413,1,299,8
35415,1,322,4
35421,2,291,19
35422,3,178,22
35423,1,318,12
35424,3,13,24
35425,2,198,17
35427,26,3,257
35428,15,5,89
35429,7,13,96
35430,2,300,20
35432,2,67,12
35434,3,185,13
35435,1,319,2
35436,3,261,3
35438,3,12,5
35442,3,198,3
35443,4,28,45
35444,3,276,8
35448,1,56,7
35451,4,112,30
35453,4,130,43
35454,2,304,8
35455,2,235,31
35457,1,322,4
35458,2,300,8
35460,5,141,21
35461,1,15,6
35462,5,215,18
35463,11,3,183
35464,1,321,5
35481,1,321,9
35482,2,320,22
35484,8,230,97
35485,3,226,32
35486,1,321,4
35487,1,318,2
35488,1,346,7
35489,5,83,43
35490,1,321,15
35492,1,321,7
35494,4,293,35
35495,1,319,4
35496,1,319,4
35498,2,321,18
35499,1,321,12
35500,1,321,6
35502,2,269,10
35503,2,207,7
35504,1,321,12
35505,2,298,7
35506,1,321,10
35507,1,321,9
35508,1,321,1
35509,7,21,53
35510,6,2,17
35511,2,290,18
35512,3,140,20
35513,2,155,6
35514,1,174,2
35515,1,319,5
35518,7,21,48
35519,1,321,6
35520,2,134,14
35521,1,319,1
35522,1,192,3
35523,1,319,6
35525,6,9,26
35526,3,43,15
35527,14,28,84
35528,9,13,41
35529,1,347,1
35530,6,63,45
35531,2,318,7
35532,1,104,10
35533,1,347,15
35534,1,319,5
35535,5,7,29
35537,6,135,36
35538,3,151,29
35539,2,24,9
35540,8,41,64
35541,2,320,20
35542,1,320,15
35543,11,58,29
35544,5,42,73
35545,4,10,15
35547,1,320,5
35549,3,104,20
35550,2,27,7
35551,1,271,9
35552,1,320,7
35553,1,13,15
35554,1,320,7
35555,2,61,17
35557,3,303,3
35558,1,320,10
35559,1,347,6
35560,1,347,5
35561,2,208,12
35562,10,50,145
35564,9,52,42
35565,10,2,34
35566,1,318,8
35567,1,320,10
35568,2,100,40
35569,6,12,23
35570,14,32,132
35571,1,319,5
35573,3,208,30
35574,1,319,13
35576,1,319,6
35578,1,134,6
35579,2,300,13
35580,5,40,54
35581,3,202,31
35582,1,319,22
35583,1,55,3
35585,1,227,7
35586,14,1,162
35589,1,319,4
35590,6,82,38
35591,1,277,3
35592,1,347,1
35593,2,292,7
35595,4,11,44
35597,1,347,3
35598,2,6,12
35599,1,227,7
35600,19,31,105
35601,2,304,7
35602,1,318,4
35605,1,302,3
35607,9,20,57
35608,2,318,10
35609,8,1,48
35610,1,288,5
35611,2,104,32
35612,3,72,12
35613,1,71,12
35615,2,77,38
35616,2,230,31
35618,3,112,8
35619,1,227,5
35620,2,347,8
35621,1,318,10
35623,1,318,4
35624,1,318,3
35626,3,318,23
35628,3,287,48
35630,1,318,16
35631,1,318,3
35632,1,288,10
35633,1,304,2
35634,3,166,4
35635,1,318,9
35636,7,88,74
35637,1,227,8
35638,1,318,3
35639,6,13,20
35640,1,318,3
35641,1,318,18
35642,4,172,18
35643,1,318,2
35644,1,253,9
35647,3,273,30
35648,4,165,55
35662,1,135,12
35663,2,104,10
35664,2,180,9
35665,1,347,16
35667,1,347,5
35670,16,117,98
35671,1,347,10
35672,1,347,21
35673,3,67,29
35674,2,104,14
35675,6,11,35
35676,2,277,24
35677,4,104,31
35680,14,15,81
35681,1,227,11
35683,1,104,2
35684,1,43,4
35685,2,288,11
35686,1,74,2
35688,1,43,1
35689,1,214,8
35690,2,230,8
35691,2,22,20
35692,6,12,54
35701,3,36,20
35702,6,110,69
35724,1,259,15
35725,3,147,28
35727,1,272,3
35728,1,227,10
35741,3,132,9
35742,1,23,9
35743,2,111,13
35744,1,227,11
35745,7,72,145
35761,1,269,17
35762,1,196,12
35763,5,31,49
35764,2,196,6
35766,19,1,252
35768,2,22,9
35769,2,81,4
35770,1,304,7
35771,6,19,21
35772,13,8,82
35773,8,32,77
35774,2,93,7
35775,1,318,2
35776,1,74,4
35778,2,304,9
35779,2,134,9
35780,1,165,9
35782,9,12,113
35783,1,88,7
35784,3,134,18
35785,5,35,36
35786,3,135,33
35787,2,135,15
35788,2,43,16
35789,5,11,38
35790,1,303,11
35801,1,103,4
35802,2,104,19
35803,2,264,7
35805,14,3,128
35806,1,104,7
35807,5,70,33
35808,1,303,1
35809,2,104,10
35811,5,3,16
35812,1,106,3
35813,1,302,8
35815,11,19,113
35818,3,103,7
35820,1,303,4
35821,1,74,14
35824,13,27,75
35825,2,291,46
35826,11,25,37
35827,2,234,14
35829,1,74,8
35830,1,103,1
35831,4,22,16
35832,1,74,6
35833,4,74,34
35835,1,162,3
35836,2,74,5
35838,11,103,142
35841,4,43,36
35842,1,43,6
35843,1,303,4
35845,1,43,8
35846,6,43,50
35847,3,43,25
35848,1,256,5
35849,4,303,55
35851,3,62,22
35852,4,151,33
35854,2,81,9
35856,1,297,8
35861,11,11,107
35862,2,304,2
35865,1,293,2
35867,1,304,7
35868,2,13,34
35869,1,13,11
35871,2,13,13
35872,4,52,22
35873,1,13,6
35874,1,302,14
35875,2,297,15
35876,2,242,20
35877,1,13,3
35878,6,13,48
35879,2,69,19
35881,10,38,46
35883,1,305,4
35884,1,305,20
35886,1,297,15
35887,1,305,7
35888,3,45,20
35889,1,305,2
35891,1,132,10
35892,2,305,2
35894,1,302,17
35896,2,297,13
35898,2,180,7
35901,1,303,12
35903,1,304,13
35904,1,304,5
35905,1,303,4
35906,1,304,1
35907,2,285,11
35908,5,232,41
35909,3,165,3
35910,9,76,64
35911,1,302,4
35912,1,301,18
35913,2,295,13
35917,30,0,201
35918,7,83,30
35919,2,134,14
35920,1,300,11
35921,1,301,4
35922,1,299,4
35941,14,40,187
35942,2,117,17
35943,3,17,58
35944,1,303,2
35945,1,300,3
35946,1,302,5
35947,4,129,24
35948,4,81,15
35949,3,156,14
35953,4,72,44
35954,2,298,4
35955,1,301,11
35957,2,286,20
35958,2,297,21
35959,110,0,725
35960,18,12,145
35961,2,51,19
35962,2,67,17
35963,1,160,9
35964,1,292,5
35965,2,42,22
35966,2,266,15
35967,2,282,5
35968,1,169,13
35969,2,164,21
35970,1,299,23
35981,1,301,8
35982,1,302,1
35983,1,272,10
35984,1,302,13
35985,1,270,10
35986,1,297,5
35987,1,274,10
35989,2,225,7
35991,4,59,28
35992,6,214,48
35993,5,41,33
35994,3,183,22
35995,1,302,4
35997,1,298,6
35998,1,232,18
35999,1,302,22
36000,4,268,13
36001,2,134,11
36002,1,302,6
36003,2,208,20
36004,1,302,14
36005,8,12,59
36006,3,293,18
36008,2,208,18
36021,1,301,6
36022,9,214,54
36023,2,264,28
36024,2,225,14
36025,2,277,13
36026,1,301,7
36027,1,300,11
36028,16,5,201
36030,1,52,9
36031,1,275,3
36032,3,9,27
36033,1,301,10
36035,27,6,283
36037,2,90,7
36038,1,300,7
36039,2,271,15
36040,2,238,26
36041,5,16,9
36042,1,301,10
36044,3,184,22
36061,4,98,9
36062,8,30,90
36063,1,10,10
36064,2,270,17
36065,6,212,43
36066,2,300,2
36067,4,38,27
36068,1,291,7
36070,1,198,5
36071,1,103,11
36072,20,31,79
36073,7,65,44
36074,2,42,21
36075,2,266,8
36076,1,216,13
36081,2,291,10
36082,1,300,17
36083,1,300,10
36084,1,299,15
36085,1,300,2
36086,35,42,270
36101,1,296,6
36102,1,297,11
36103,1,299,14
36104,1,42,15
36106,2,294,4
36107,1,299,11
36108,1,299,6
36109,1,299,3
36110,1,299,19
36111,2,293,6
36112,2,234,18
36113,2,183,14
36115,2,93,21
36116,2,290,7
36117,1,294,10
36118,1,245,11
36119,6,65,46
36120,1,235,5
36121,1,208,10
36122,1,297,9
36126,1,298,5
36127,2,243,19
36129,1,298,9
36130,1,231,9
36132,1,298,4
36133,3,226,27
36134,7,42,89
36135,1,291,6
36136,6,57,44
36138,4,17,32
36139,1,293,20
36140,17,6,107
36141,1,297,7
36142,2,3,15
41163,2,164,13
41164,2,194,21
41166,3,287,21
41167,4,269,43
41168,1,297,4
41169,1,172,5
41170,2,213,4
41181,2,22,13
41182,13,21,102
41183,3,261,25
41185,1,296,6
41186,2,189,8
41192,1,100,3
41193,12,111,70
41194,2,134,30
41196,1,238,19
41197,2,141,21
41198,6,19,31
41199,2,178,7
41200,2,293,12
41201,1,30,3
41202,1,294,11
41203,1,267,8
41204,3,107,25
41221,1,293,8
41222,5,95,23
41224,1,295,4
41226,2,12,21
41227,1,293,3
41228,38,2,365
41231,2,290,2
41233,1,287,1
41234,1,286,1
41238,7,72,54
41239,2,42,14
41240,1,295,12
41241,1,290,8
41242,1,344,16
41243,1,261,11
41244,106,1,704
41245,3,270,35
41246,1,12,8
41249,1,292,8
41250,6,3,27
41252,1,294,2
41254,1,262,6
41256,3,1,46
41257,1,345,12
41258,2,294,23
41259,5,72,48
41260,22,4,136
41262,1,294,14
41281,1,290,8
41283,7,3,27
41284,9,34,91
41285,1,293,10
41286,1,290,11
41288,2,293,16
41289,3,207,13
41290,1,293,1
41291,3,101,9
41292,1,293,11
41293,1,262,13
41294,1,293,3
41297,1,292,6
41298,8,11,76
41299,3,290,6
41300,2,291,11
41301,1,290,10
41302,3,133,4
41303,2,261,11
41304,2,54,12
41305,6,38,45
41306,2,71,7
41307,2,94,10
41309,3,271,6
41310,12,23,64
41311,2,271,13
41312,2,134,9
41313,2,133,11
41314,2,254,25
41321,5,48,21
41323,1,291,2
41324,1,346,3
41325,1,291,10
41327,1,291,8
41328,1,19,3
41330,3,226,20
41331,1,290,1
41332,1,291,20
41333,1,134,10
41335,1,346,15
41337,1,224,5
41338,1,290,3
41339,2,103,16
41340,4,70,46
41341,9,42,64
41342,10,28,88
41343,2,103,21
41344,1,256,1
41345,8,4,30
41347,2,208,18
41348,2,265,8
41349,1,12,4
41350,2,207,7
41363,1,226,8
41365,1,346,8
41366,15,1,64
41367,5,101,52
41368,2,165,16
41369,1,346,7
41370,1,315,8
41371,2,256,6
41381,1,226,4
41382,3,42,18
41383,1,315,3
41384,2,277,7
41385,1,256,1
41389,2,11,18
41402,11,170,36
41404,1,134,22
41405,1,287,8
41406,10,3,76
41407,2,73,24
41408,2,133,11
41409,1,287,9
41411,1,256,8
41412,2,239,14
41413,1,287,11
41415,1,287,8
41416,2,147,13
41418,2,34,12
41419,2,19,9
41420,1,134,4
41421,1,256,6
41423,34,8,210
41424,1,270,7
41425,3,193,30
41427,1,195,10
41428,1,243,12
41429,1,226,6
41430,2,277,16
41432,1,256,5
41433,1,256,10
41434,1,40,8
41435,16,2,131
41441,1,226,2
41443,14,10,165
41444,3,45,13
41445,1,226,6
41446,1,226,11
41447,1,226,4
41449,1,226,12
41450,1,134,8
41453,4,133,22
41454,2,226,11
41455,3,173,33
41456,11,52,34
41457,4,73,27
41458,2,73,13
41459,2,96,9
41460,4,101,29
41462,1,134,3
41463,2,195,14
41464,2,6,17
41466,1,195,16
41467,1,103,1
41468,1,103,10
41483,11,31,126
41484,2,165,44
41485,4,103,16
41486,3,165,9
41487,2,73,19
41488,2,134,18
41490,1,103,7
41492,3,199,13
41493,9,12,35
41494,1,275,10
41495,1,268,6
41496,1,103,22
41497,1,268,7
41498,6,134,41
41499,2,9,6
41500,1,277,14
41501,1,134,3
41502,1,73,14
41521,3,138,15
41522,13,1,220
41523,2,103,13
41524,7,100,65
41525,4,42,23
41527,3,103,28
41529,7,21,93
41530,5,134,21
41531,2,175,25
41532,3,103,47
41534,10,111,102
41535,2,103,17
41536,1,208,12
41537,9,72,25
41538,1,103,1
41541,1,103,9
41545,8,59,34
41546,1,103,19
41547,1,134,1
41561,2,79,4
41562,2,73,10
41564,1,73,14
41567,1,103,6
41570,5,11,33
41571,6,3,26
41572,1,103,2
41573,1,103,18
41574,1,73,1
41576,1,42,4
41577,12,3,60
41580,1,103,17
41583,1,73,37
41601,2,107,11
41602,1,73,16
41603,2,73,13
41604,12,72,84
41605,1,73,12
41607,1,42,3
41608,12,38,43
41610,1,12,10
41611,1,277,11
41613,1,314,15
41615,3,4,11
41616,1,259,15
41617,1,277,10
41618,1,114,2
41620,1,73,14
41622,3,69,17
41623,11,64,102
41624,4,12,26
41625,132,0,613
41641,2,26,16
41642,1,277,10
41643,1,42,2
41646,6,5,35
41647,6,111,52
41649,19,27,134
41650,1,42,2
41653,3,198,9
41654,9,12,56
41655,5,114,7
41656,3,42,15
41657,1,277,10
41658,3,12,28
41659,1,262,6
41660,3,42,12
41662,2,42,6
41664,1,201,8
41682,3,52,23
41683,3,71,27
41685,1,12,16
41686,2,12,36
41687,10,12,59
41690,4,12,16
41691,5,106,30
41692,12,21,76
41693,6,66,25
41694,1,275,4
41695,5,41,54
41696,1,270,3
41697,3,263,17
41699,2,124,11
41701,1,275,8
41702,1,275,2
41703,1,277,12
41704,1,275,14
41721,2,59,20
41722,1,270,8
41724,1,246,3
41726,1,274,5
41727,5,93,7
41728,4,214,14
41729,1,276,4
41730,4,85,20
41731,5,91,47
41732,2,271,10
41733,10,3,39
41741,1,273,2
41742,3,266,15
41743,1,275,9
41744,4,33,23
41745,1,275,8
41746,1,262,6
41763,4,34,20
41769,2,216,21
41775,11,3,80
41782,1,275,2
41789,1,270,15
41793,7,156,68
41797,1,275,22
41798,1,274,2
41800,29,4,222
41805,21,20,23
41807,1,268,14
41822,1,273,5
41827,1,41,2
41833,1,274,6
41834,2,267,15
41842,1,261,9
41853,6,71,29
41854,5,37,31
41855,1,271,12
41858,6,55,15
41859,1,273,12
41862,1,274,8
41863,2,87,12
41864,1,34,2
41865,58,1,765
41868,2,223,11
41889,4,126,8
41890,1,273,4
41891,1,130,4
41897,3,45,17
41900,1,272,3
41903,1,272,15
41907,1,273,7
41909,4,111,21
41910,1,273,6
41921,1,272,4
41923,1,272,7
41924,3,255,23
41925,2,268,25
41927,11,18,136
41931,4,15,13
41934,3,71,25
41935,3,232,29
41938,10,21,44
41939,1,272,23
41940,2,101,22
41942,7,72,39
41946,1,271,5
41947,1,271,9
41948,6,148,34
41951,4,116,41
41962,2,264,6
41963,2,264,11
41964,5,182,36
41965,2,61,13
41966,2,180,21
41968,1,268,14
41970,3,102,28
41971,1,270,11
41972,7,10,66
41973,2,253,20
41974,1,268,11
41987,20,24,144
41989,2,30,5
41990,3,39,9
41991,1,269,13
42001,1,269,9
42002,1,268,4
42007,1,260,9
42009,1,267,1
42010,1,225,6
42011,3,245,22
42012,2,203,20
42013,14,3,109
42016,3,46,16
42017,2,268,10
42019,5,133,69
42020,1,267,4
42021,7,67,79
42022,1,268,7
42023,3,11,24
42041,2,145,10
42047,1,260,12
42048,1,267,15
42049,3,53,11
42055,2,10,22
42057,24,9,192
42058,2,211,6
42059,2,81,23
42060,37,6,300
42065,2,169,11
42066,36,20,279
42067,7,23,28
42069,2,259,6
42073,1,225,3
42076,6,78,25
42078,23,3,132
42079,2,225,7
42080,2,202,20
42082,8,62,89
42083,3,122,15
42084,1,264,8
42085,1,264,6
42086,7,20,24
42088,1,262,2
42092,10,70,55
42094,26,72,209
42096,4,194,7
42097,4,94,19
42101,9,117,88
42102,1,264,8
42103,2,115,10
42104,1,102,4
42107,2,99,10
42108,1,131,23
42109,1,263,18
42110,20,5,246
42111,1,264,11
42112,11,9,127
42113,1,261,5
42114,2,225,16
42116,1,225,4
42121,2,259,18
42122,1,263,2
42123,1,263,6
42124,1,133,5
42125,2,263,5
42126,1,259,5
42128,1,263,6
42129,6,107,21
42130,2,21,7
42131,1,263,10
42133,2,102,11
42135,5,162,26
42136,2,111,5
42137,7,1,46
42139,18,51,71
42141,3,4,15
42142,20,47,139
42143,9,5,33
42145,1,261,1
42147,2,194,26
42148,4,261,9
42150,2,231,11
42151,11,118,85
42153,4,71,28
42155,13,8,116
42161,3,9,15
42162,1,255,8
42163,1,261,1
42165,11,4,30
42167,2,94,4
42169,3,19,9
42172,1,261,3
42181,1,261,5
42182,2,246,2
42183,6,7,31
42185,19,25,141
42186,6,101,41
42187,2,259,14
42193,1,177,1
42194,2,259,12
42197,8,2,20
42198,10,90,105
42202,3,240,14
42203,2,62,19
42204,1,225,9
42205,5,3,49
42221,1,345,7
42222,3,21,13
42224,1,72,10
42226,1,259,23
42238,1,259,1
42242,21,37,103
42251,2,259,3
42254,1,259,2
42255,1,345,12
42256,4,181,30
42261,9,41,84
42262,2,68,11
42266,1,225,1
42268,3,133,22
42269,4,237,26
42270,2,345,2
42271,1,225,16
42272,2,155,16
42274,19,10,143
42275,34,5,525
42276,3,172,16
42277,5,11,33
42279,2,72,9
42281,1,314,5
42284,6,1,53
42285,1,133,3
42286,1,225,6
42289,1,225,7
42291,1,225,16
42293,1,314,6
42294,2,171,10
42301,3,200,51
42304,1,219,27
42321,4,37,39
42323,10,18,81
42324,3,163,11
42325,1,194,9
42328,1,194,10
42333,9,27,38
42334,2,162,9
42335,2,214,9
42336,3,133,25
42339,3,2,15
42340,1,286,9
42345,1,102,8
42346,2,8,24
42347,1,133,10
42361,1,232,1
42362,2,72,29
42363,1,133,7
42364,1,38,6
42365,1,225,12
42366,1,30,6
42368,2,164,21
42369,100,5,894
42381,2,194,3
42384,1,133,5
42386,3,20,15
42388,8,0,33
42390,38,11,378
42392,3,133,25
42393,1,313,3
42398,2,133,11
42430,2,169,20
42447,2,133,22
42450,1,133,8
42475,1,72,10
42506,1,140,4
42549,8,9,68
42554,2,72,12
42567,2,10,12
42570,22,6,181
42587,5,131,22
42592,5,24,54
42593,1,157,8
42598,3,15,4
42607,1,11,7
42614,1,41,6
42616,1,133,5
42619,1,133,18
42620,4,72,27
42625,1,41,5
42639,1,72,3
42642,5,11,5
42644,5,20,24
42645,2,133,13
42652,2,102,15
42671,4,41,23
42674,2,72,2
42678,2,199,3
42685,1,72,3
42690,2,185,18
42691,1,72,5
42693,6,100,21
42695,13,1,73
42696,4,69,32
42701,1,129,17
42714,1,72,2
42722,16,18,102
42729,1,72,3
42733,1,11,5
42734,2,63,9
42742,13,0,99
42745,1,11,21
42750,2,198,16
42756,8,34,42
42759,5,0,9
42760,1,114,3
42762,4,10,32
42769,1,242,14
42782,1,246,6
42783,1,241,14
42784,4,11,13
42785,1,11,2
42788,1,11,1
42789,2,70,7
42791,1,11,1
42793,18,11,232
42800,18,49,83
42804,17,9,88
42807,1,245,10
42809,1,185,11
42811,1,246,4
42829,4,85,42
42834,2,158,6
42837,8,18,37
42839,1,245,2
42853,7,53,31
42870,1,245,2
42875,1,245,1
42882,2,29,13
42883,4,152,13
42884,2,88,14
42896,1,246,10
42899,1,245,12
42914,2,199,8
42918,3,68,14
42920,3,245,20
42944,1,244,7
42963,1,240,3
42969,4,10,19
42981,2,241,7
42982,1,243,1
42985,25,9,277
42986,1,245,1
43004,4,67,40
43005,39,22,283
43023,2,2,17
43029,9,162,59
43033,1,244,8
43035,5,70,58
43043,1,243,13
43056,1,244,1
43059,5,37,50
43064,1,241,1
43066,1,244,2
43074,1,241,7
43075,1,242,5
43081,6,122,41
43082,1,242,3
43085,1,242,15
43086,1,60,10
43087,8,124,86
43088,4,169,11
43089,1,242,15
43091,1,243,7
43092,2,242,35
43093,50,2,300
43094,3,148,18
43096,1,242,14
43099,2,241,11
43103,3,148,27
43108,5,143,31
43111,18,5,162
43119,8,17,17
43124,1,241,1
43125,16,0,202
43127,5,137,29
43128,1,235,7
43129,2,191,6
43131,4,152,19
43134,2,5,3
43147,25,8,316
43157,26,4,234
43169,7,38,42
43178,1,240,5
43182,4,68,41
43183,15,1,100
43184,2,238,4
43185,1,238,5
43187,27,29,166
43188,9,101,57
43193,4,232,33
43197,25,4,199
43205,1,106,6
43206,4,127,47
43223,2,216,23
43236,4,175,40
43242,4,70,47
43247,24,9,255
43261,1,131,4
43264,4,112,15
43283,6,3,47
43287,3,169,42
43290,2,216,11
43293,1,163,4
43296,12,54,98
43297,5,71,48
43301,1,237,3
43323,1,236,14
43326,2,70,14
43327,1,101,12
43329,2,168,29
43378,1,208,9
43480,1,88,8
43485,7,10,79
43511,5,6,36
43528,1,249,1
43536,1,87,2
43545,1,95,11
43574,1,82,2
43585,1,278,2
43596,1,28,5
43620,2,247,6
43628,1,29,7
43775,1,25,6
43780,1,307,3
43810,4,2,12
43813,4,53,17
44327,1,33,5
44603,1,0,4
44622,1,86,16
44647,1,157,3
44651,1,249,3
44657,7,1,108
44658,4,16,4
44669,1,86,8
44684,1,88,14
44687,1,0,7
44716,5,82,84
44717,1,17,1
44730,3,32,21
44732,1,88,5
44752,1,1,8
44776,11,5,14
44783,1,159,9
44800,1,28,17
44825,1,85,7
47269,1,162,8
47383,1,92,10
47410,1,158,3
47413,1,88,5
47415,1,339,17
47472,1,83,8
47473,1,339,24
47477,1,64,2
47482,1,158,8
47484,1,84,8
47486,1,59,8
47490,1,91,2
47497,1,34,7
47498,1,59,24
47501,1,48,2
47502,1,96,8
47519,1,29,4
47521,1,91,11
47532,1,93,10
47533,1,88,10
47566,1,339,3
47781,2,28,10
47784,4,35,47
47800,1,249,3
47808,1,339,3
48329,1,313,9
48330,4,26,8
